accession,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,norm int m/z_126.127725_2,norm int m/z_127.12476_2,norm int m/z_128.134433_2,norm int m/z_129.131468_2,norm int m/z_130.141141_2,norm int m/z_131.138176_2
P15954,18.264419691396327,18.1635497856579,18.39344630883992,18.17996899054218,18.00471243476454,18.226233425415415,18.56982965501032,18.463042678768595,18.713813832061607,18.465727131940977,18.32938322600305,18.569535497103068
P62987,20.219066077402132,20.267150917068758,20.088770993071677,20.352679998615013,20.568384495655167,20.16177281260912,19.346795914778795,19.721018726621732,19.22229304142418,19.495532235845065,19.605474092318953,19.352801241828065
P62979,20.219066077402132,20.267150917068758,20.088770993071677,20.352679998615013,20.568384495655167,20.16177281260912,19.346795914778795,19.721018726621732,19.22229304142418,19.495532235845065,19.605474092318953,19.352801241828065
P0CG48,20.219066077402132,20.267150917068758,20.088770993071677,20.352679998615013,20.568384495655167,20.16177281260912,19.346795914778795,19.721018726621732,19.22229304142418,19.495532235845065,19.605474092318953,19.352801241828065
P0CG47,20.219066077402132,20.267150917068758,20.088770993071677,20.352679998615013,20.568384495655167,20.16177281260912,19.346795914778795,19.721018726621732,19.22229304142418,19.495532235845065,19.605474092318953,19.352801241828065
O75947,19.75097944789886,19.82974769220628,20.058542244694276,19.64011625966814,19.76913907559395,19.638010924140882,20.094877020769562,20.11288470584534,20.404245266878,19.91592313226782,20.00514146030625,19.91499861720549
P00441,19.293088629103934,19.269949144910004,19.02325313196661,19.448681542556898,19.45303862215327,19.362854698646476,20.36802360954216,20.264562155508663,20.03063833873725,20.475591694840837,20.48999932402152,20.36778185638035
O00217,19.875201890578342,19.913550613773175,19.873971866036065,19.66692386957574,19.799355036472683,19.823303481289788,19.575578632208337,19.610088541996998,19.638520762599533,19.372718065656947,19.519603295379838,19.589024428251218
P08559,19.556172655615246,19.69603033242046,19.661297850032234,19.664965135810686,19.784367963950956,19.7661231226722,19.47182446877642,19.644361150323743,19.587312592794742,19.53809691122415,19.65319923266738,19.628877235982266
P84243,21.556162367240947,21.491445211400116,21.790084953697725,21.41145141962899,21.91968067018798,22.06347539848682,21.53315166222412,21.476757474950446,21.672612144851406,21.40069654098451,21.835914393092057,21.847360124487885
P30405,20.524148073495443,20.624075559812933,20.436799081261384,21.00600087577377,20.982389160289564,20.912446712818237,20.2561661910475,20.384195746131397,20.18085639774243,20.544267367691926,20.594480729843973,20.563871744158657
P12883,21.802114908095156,21.804214838552465,21.772258624357246,21.763479899862208,21.57359996976407,21.75300079697347,21.578365669970342,21.589511472109486,21.569446678030292,21.557944356884374,21.385993342793217,21.558009832096825
P18206,19.55104881803949,19.51485884487587,19.384571169247508,19.719019573105474,19.814259176955463,19.731234346451387,19.598315909755367,19.5017086308493,19.394761208515785,19.72267929220979,19.751839681516604,19.7270727664473
P02511,19.69521032771512,19.728847460130506,19.687904570789865,19.354773597402826,19.47713061433969,19.64464822182505,19.99348949220022,20.02714255579324,20.0032802560928,19.642082673890144,19.729531611181866,19.839572880235664
P08133,19.774389944725982,19.796426484410333,19.52321419214484,19.665200835179082,19.58380286254824,19.691884655995874,19.555907370840035,19.55445659432351,19.354210053262705,19.34111246512001,19.298495887683675,19.435505824369802
P48735,20.333792690334246,20.359647289457516,20.134577666807473,20.11466795446547,20.569297101029306,20.42854323394064,20.468735834407493,20.37864630319575,20.22377054486946,20.188451210578556,20.5720056183698,20.46668670834918
P12235,21.321589411665713,21.09863886077539,21.364062055144508,20.971826691776467,21.297973600631867,21.10458670571855,21.456076552834972,21.357708739581806,21.562182689933756,21.18640881089955,21.52839895632524,21.355648092567467
P35232,20.110639100417746,20.061188059357136,20.14396966798473,20.142791536686758,20.193821002897938,20.199664857136895,19.902942324515426,19.844284785171883,19.913363411387007,19.87828157062312,19.92577939433086,19.87873637077537
Q16891,19.53065576097822,19.571751421608102,19.555473777707398,19.544952531743313,19.617620649524266,19.64069263695156,19.604059266729482,19.68554194684485,19.64665181815807,19.593801418387578,19.685316974316702,19.72294781230306
Q96DG6,18.80937914638905,19.04684924721935,18.767013282067172,19.1865594984313,19.357390661440274,19.175712491749746,19.09601705512731,19.320883537237897,18.93882404540096,19.46109304216402,19.65657382695064,19.4744272892082
P40925,19.878885968776476,19.889575705427983,19.48066892764981,20.022388404232,19.950186792551296,19.872354596478196,19.429991181388694,19.444454822870124,19.172422210067865,19.524945289371974,19.41065613725577,19.40724908969547
P62851,18.85425153847175,18.97294614073365,19.26821605318287,18.996170937039686,19.253618237885465,19.13423244805722,18.65217040719528,18.72359985546487,18.973997186686887,18.711310718540897,18.87322780739868,18.791425781676917
P00558,19.81444477848659,19.781975071530045,19.537803621996517,20.029381935775074,20.29675506121504,20.06988517668114,20.141731185985762,20.083565299027363,19.787747494364076,20.330328188869668,20.564045858069782,20.376930771358193
Q02978,19.699733919227597,19.52040747667734,19.77383639450803,19.47265812029196,19.675378035111752,19.64767606647731,19.69503870030143,19.51523065437743,19.72316959338558,19.38303228071399,19.599003954230582,19.591229967108294
O95182,19.078575182381858,18.987007197938286,19.160855001899495,18.900362204450495,19.013941903254022,19.06033398305393,19.07967011410932,19.023465158416418,19.08799022089717,18.925261275735746,19.024614394547633,19.066107143075946
P00568,19.23426195582049,19.30354257843848,19.171683808272356,19.36221496871119,19.346929910077186,19.31466510866434,18.944732647298448,19.117697883154612,18.849855262012042,19.107408660586476,19.037505129269785,19.011326638240945
P36542,20.22464516351035,20.23523711164011,20.54530178000412,20.0696156768384,20.21048924768708,20.11321231391892,20.22541113958362,20.269278999325213,20.533517551983024,20.096876838748084,20.178099886956325,20.112722235432457
P50213,19.650095034162256,19.684342127273375,19.701691978682753,19.6364375775803,19.824135358219703,19.66342794615111,20.067312742732714,20.08665398368626,20.09027238997825,20.041899323280838,20.20791854606727,20.08942591114474
P08590,21.861234047114017,21.947713243829664,21.77849639951055,21.74295976029879,21.4972630799444,21.70798338783467,22.025783103322574,22.047597058365927,21.96129052223979,21.89818448190366,21.672837614095126,21.86731720438729
Q14896,20.154784505592158,20.06559639192191,20.09107639316894,20.128340305407715,20.008663639988,20.05731856691964,20.086726512596933,19.991354929588876,20.003996180132216,20.022374247811133,19.921061934658834,19.966040213530707
P56385,19.299959226444287,19.152999431439355,19.47500044813202,18.91827997619379,19.052861657380053,19.090769739489442,18.895083384123808,18.8943552148108,19.108227718802997,18.657310598205815,18.72327347069477,18.7749004411871
Q15149,18.673322914114607,18.717466481045662,18.67203401339937,18.6491928027588,18.838192945824243,18.62616581909698,18.58355763132243,18.623425433050947,18.592208088992574,18.54902312564497,18.703492472746042,18.5055372706774
P46781,18.78305350767361,18.75991324062652,19.260563215933324,18.921171809953105,18.89089912884235,18.7123144266536,19.13594936464602,19.096750819988866,19.48034082695433,19.21049741664306,19.19271902858693,19.057740956999062
P25705,21.171399806537895,21.138730276486225,21.435223245531706,21.100392104781655,21.248702294670604,21.138012758922788,21.27996384638151,21.216669859447705,21.443583079543252,21.147793286464015,21.324902022519115,21.186540571921178
P10916,21.353979408891927,21.58562660446532,21.631640353316243,21.389402502522557,20.98267151457284,21.34876603364067,21.163758924711395,21.920009561369536,21.13683184708608,21.177761850804433,20.893238152006138,21.238165046214654
P60660,18.770673570378584,18.8136878889114,18.941482674545355,18.789379535309564,19.23181977270391,19.25412300412501,19.159759015948904,19.21370657781812,19.354947949318262,19.145230643101257,19.589596289590904,19.567322960601935
P05141,20.77981580983854,20.6514979871112,20.84954288988763,20.59796044724581,20.8747014271348,20.822308355175632,21.164144793986853,21.133657842521615,21.280366005241067,21.03923002134503,21.3356934723542,21.258840526971063
Q9UIJ7,19.68269117940565,19.604613546421746,19.456536906413813,19.71249538001497,20.037553428637906,19.862133083428812,19.56119843036924,19.539567556182647,19.33867084359941,19.60858331308673,19.88417163726822,19.75363298678542
P51970,20.803034316263915,20.686720708017003,20.906800754577873,20.544570061711624,20.650485828282438,20.68949312472859,20.781936191246416,20.706449282221982,20.811220123753614,20.441294232557812,20.543752407993974,20.60189978508717
P11310,19.35902295616754,19.80163258512822,19.367498833767854,19.928145569768013,19.94734026469618,19.791496386093353,19.5172652149971,20.064110313116384,19.477953224343022,20.211306888902424,20.191626247338753,20.01149651513012
P61088,17.59973308961612,17.571152679442378,17.43348967882821,17.479910490929807,17.501516507183226,17.38093871639773,18.284568389502738,18.284045984343358,18.100138725047657,18.26235089954739,18.2854220875724,18.189464573601832
P62258,19.76010185594076,19.91194782583458,19.931604088038846,19.82175958172483,19.992171819737628,19.94530682825561,19.43530284693481,19.621186724791023,19.527654804396548,19.593495604241546,19.6558900349986,19.72600832546658
P02768,21.799143276445484,21.441499453870975,21.524134779642036,21.02584162845057,20.775406424537696,20.134972922994077,21.118472980678334,20.74044799350489,20.849764202768956,20.284276017311246,20.029914009524337,19.189969806324587
P45880,21.351519888618213,21.34700560553677,21.44230111222909,21.28086693104161,21.437786054723055,21.371322881122296,22.287162937804716,22.241495097830946,22.424959556242374,22.23111334212803,22.384176198622846,22.352092544488627
P00338,19.18253203412024,19.216175870653522,18.984723790856496,19.0507148845494,19.728653318934352,19.474662520823653,19.727146026281826,19.741069729068403,19.525640817135038,19.65305828469959,20.2038622786649,19.967613417165474
P07737,19.536305410348923,19.57022693068091,19.466010722037907,19.56634643516842,19.646808297080973,19.57265212203624,18.98978253120377,19.06813141160568,18.75588022658068,19.322160321567637,19.315523298830534,19.145355047896537
P62249,19.326390709431774,19.38488701522611,19.33672954471516,19.51539056326334,19.42239606182356,19.420692877713165,18.336900949238583,18.270696830451804,18.276267558749407,18.305093175441517,18.263193538336733,18.277325999117448
P15924,19.346467440589873,19.15508878671629,19.317630112831115,19.19832047892683,19.225600104910228,19.031954005401392,19.2990062881806,19.104740530532233,19.253069216916003,19.142416379689493,19.138752665042748,18.969329883881834
P62701,18.08756347955943,18.16805295858011,18.407129027320483,18.16337942052764,18.384684397844282,18.273170502930576,19.097176010409743,19.141702414571355,19.30412820080703,19.256345192700813,19.38625405454339,19.282766920281304
P07355,19.790130362118,19.73617398165925,19.896934239035506,19.56479583026475,20.018104705905536,19.680833829201365,19.753721115813708,19.677495699775566,19.836550590947898,19.555550729827903,19.96611486909334,19.67421554813573
P14927,19.95299950012541,19.879821034918407,20.06304479336589,19.684318873127967,19.98542180950765,19.881926983582385,19.6995531371587,19.64940565512308,19.878334158514644,19.48377484827165,19.640736725187043,19.570431651849017
Q9Y5L4,18.631880436824485,18.68248373071758,18.628999018621116,18.78354023076162,18.807236986276703,18.627154451724653,,,,,,
P35609,19.635328327205695,19.798517871831727,19.616229737127412,19.83232440407333,19.65272436417179,19.79267786527645,19.760893550245015,19.78365623535112,19.701189854289815,19.90186771001771,19.7462628162627,19.85576546771742
P07195,20.20001044884544,20.187288841292897,19.829151715291836,20.154265783436337,20.326788246540836,20.200994961201243,20.509643493028193,20.433228103233855,20.093382744919133,20.43130310219677,20.566020581485315,20.440497316779744
Q14192,19.484074783636316,19.616761883293886,19.810820175865203,19.343519426757616,18.761541720837325,19.328495552148695,19.89222820370338,20.076174126214212,20.245378523589693,19.788366762280592,18.99280858599848,19.72116081762645
Q9H1K1,18.95268366812026,19.023422057107858,18.950745254291206,19.063000672126883,19.2450466269775,19.17883320195985,19.051252760326484,19.280226481183664,19.058414589673387,19.23908627654426,19.458044584307,19.345396583313608
Q15370,18.688614591452854,18.72891141539889,18.748033375006145,18.729891774353966,18.724151861625685,18.63497170692532,18.71640502478667,18.7503651508239,18.652471264628627,18.764682107972117,18.727387872025,18.634084273972334
P04406,20.099042460417458,20.244213612383785,19.851157418452463,20.295436682490887,20.78032563197216,20.456820895179415,20.433726760463532,20.560170393116866,20.178559199231337,20.580651040932132,21.060387032929384,20.745490213980297
P62269,18.12485752984079,18.247172683656714,18.437191254758257,18.279018026251187,18.28576040067471,18.092822526007264,18.166445910335742,18.435346049436788,18.687663856009873,18.368686897938712,18.419895717491077,18.14316231031077
O75323,20.065239694797636,20.180200334797664,20.177901251360765,19.933365048370952,20.09634011156869,20.083363041196606,19.888877888921257,20.033506483439318,19.948939654519872,19.73826679204002,19.902414568527803,19.867430028192516
P17568,18.73947408361104,18.645535303894523,18.81611594724054,18.412303840269924,18.55636134233562,18.65225914425132,18.99520404020703,19.01709928219988,19.177288133695434,18.910652479167382,18.94005066794327,19.03844125639134
O76041,19.359038189116898,19.29902881090073,19.36943472467034,19.246865154508033,19.174287230010446,19.30896900055186,19.448280258881343,19.411109514607936,19.455629777067422,19.343567375419905,19.26984717539734,19.410744174600982
P22061,19.99667184952593,20.008372539274784,20.126763914336056,20.050140038927825,19.815766348241365,19.929349686844848,18.87655591511187,18.744578968289744,18.823798859369642,18.778177897977123,18.79874390085596,18.79640406541356
Q13424,18.75003079343665,18.774102753302675,18.73340521968477,18.812449966561825,18.898108984408815,18.80482936757559,19.319342153506682,19.351814299909396,19.279135699511148,19.405231375258957,19.433090811324234,19.33287671428371
P17174,20.199436014298566,20.180419015126063,20.090777930514157,20.36673806264089,20.418647191666466,20.262384509019956,19.89988939674934,19.8920783963765,19.79745399370847,20.03298589963282,20.11470406839695,19.92575685555943
P04075,20.46186522949432,20.438165363013105,19.994875057032775,20.489818499027212,20.80836731067776,20.846635132212562,19.731403843221003,19.764722192939963,19.319669916122344,19.753776732251886,19.933985942506393,19.928712092545513
Q8N335,18.785410959426823,18.80919309613432,18.711119951504312,18.696018748255547,18.96563950069575,18.962924239166718,19.406320099313263,19.489139563771552,19.57958348982516,19.439169683894235,19.506232296702642,19.58296127158243
Q96I99,19.32586610967345,19.14824692236046,18.845127310146303,19.33618253507519,19.370135560149606,19.304291154634576,19.213941756756764,18.98919420711146,18.702491196196764,19.190939291885762,19.245546509018965,19.20316138277295
Q00325,20.15723798347446,20.186625978021574,20.422758535271583,20.11266622095088,20.222550467683607,20.206528937134284,20.539807773364434,20.589141811188185,20.838911438559872,20.509890097074965,20.652844097919804,20.609142658769564
P11216,19.547355079419386,19.483865913697823,19.342603129841784,19.835016105595322,19.93205264213249,20.033752841152577,19.426697429520843,19.335388806231588,19.15027756026067,19.729960660562185,19.785373664409303,19.89264070134368
P54819,19.151236020292526,19.033488685126596,19.16871828857011,19.234270143325105,19.534938705712953,19.273996857266642,19.271542816742706,19.15840540436925,19.290497832260495,19.302514941317238,19.58952235744328,19.313231965765375
P50461,21.14810041754033,21.335820206810826,20.87547389959133,21.741239699886677,21.601758095722364,21.472296179364744,19.728597040999112,19.921909927063158,19.495303662358502,20.325200767964002,20.218373441464756,20.08590484914719
P49748,19.719762585818277,19.983682690230992,20.24578807709657,20.184182439972897,20.008549972306668,19.97112001332751,19.748419203107805,20.045610288178924,20.247007206201765,20.196761650914706,20.026089447033876,19.986352587140363
P06732,21.355761528140082,21.087338522787476,21.315422847290236,21.05134627712273,20.832974312890407,20.95020497942518,20.840965252775494,20.66918109599988,20.79395266968097,20.578440876315103,20.3875334846187,20.519190226722515
P27348,19.91606142814064,20.09951261576731,20.032320883443838,20.156769239831277,20.255278538225234,20.26840702230284,19.420511284752735,19.61558802541445,19.454161371249175,19.7259345253609,19.80240934608184,19.846773813261066
P10599,18.614961408230457,18.540954774631217,18.51228522860214,18.424990464586386,18.36360435618404,18.223268775255747,18.383337261589304,18.444806631657265,18.304955081413173,18.235338798572506,18.09081022905428,18.10035692062572
Q13423,19.68131878959602,19.94378205657267,20.165559319722792,19.62184850061484,19.754404487917355,19.755184461941393,19.865963928505668,20.10804299571383,20.306048401808226,19.774738761164027,19.831253609409423,19.890818058750853
P07954,19.755760858669124,19.714761596060846,19.23786508796569,19.899327697548603,20.117516841787342,19.962961732838142,20.031316651579214,19.930701147899327,19.47348023163204,20.157303668963294,20.405621535598904,20.219648075201544
Q9Y305,18.25016423243994,18.318235625306794,18.1717255828885,18.34308636362067,18.488673741070084,18.418501196209892,18.259855096537425,18.346567490421833,18.098319126939934,18.30995775806214,18.550656313545023,18.486812440004343
P08758,19.547420057892687,19.504334281881146,19.6220253579805,19.400565738389197,19.769664829662116,19.357602689112312,19.700306359276023,19.68506485663056,19.768726690808663,19.547007467376712,19.99343720700971,19.524619665321584
Q9H6K4,18.011585438285607,18.13283807262699,18.222162830798943,18.092951171675637,18.2071621140898,18.11184172176926,18.716556010688393,18.825663785831885,18.862070273313368,18.836287718253665,18.79876500226236,18.79013527922231
P06744,19.24499512694186,19.344845072238023,19.058731024471086,19.26794001317838,19.457604839836623,19.37677839444262,19.326306830182425,19.406393411600067,19.16539413589547,19.287562759807134,19.474250988883107,19.41625032007152
P27144,18.878575442453283,18.974756826277662,18.634635239356502,19.077910978120453,19.271999124107804,19.017646301769666,19.03615643751029,19.16489858135821,18.747155802006976,19.112918981469775,19.24336414674395,19.022333674332934
P19367,18.93697884813491,19.01405385252636,18.973929130124844,19.19992889187389,19.3474946825758,19.189028320934693,19.116325226794668,19.2740261685477,19.122921672934176,19.372726205253,19.574925375545988,19.381299217267525
Q13418,18.668595217052626,18.696668744442,18.67468020712917,18.68134720561829,18.80326778342808,18.705180462015335,18.882416177663,18.866760075383983,18.867393044676582,18.865413768112468,19.013117576903394,18.919118414445776
P49821,19.708302016386547,19.658798403276588,19.761066239112328,19.524860509875086,19.607383001357157,19.63612039698239,19.807595968526957,19.750972515170538,19.865765676281015,19.622497354245276,19.622318874401017,19.72895489738519
P22392,19.59699481486895,19.657838638853775,19.7304595228497,19.99177398345003,20.10280332786793,19.784226179991144,19.844422274737035,19.918271472865797,20.073725142134926,20.190716293631077,20.367168362522353,20.008823875555198
O95139,19.05079591076653,19.12769022729187,19.222284313905526,19.068342691952896,19.078123437891872,19.108279413033905,19.203408228734162,19.21785454178366,19.345785951953054,19.17198450966354,19.23199175751335,19.247817672089678
P31946,19.961760745373535,20.123664059731574,20.0873000466424,20.1378122214681,20.2028624126863,20.190307828148587,19.57803663988705,19.76203294741338,19.69040215814245,19.822436502474382,19.85449531605503,19.928850136381136
P23528,21.261705973692223,21.191290474380448,21.172727810960254,21.50479057700282,21.366436521269534,21.281506734484893,22.175822843569428,22.14294960311914,22.149054074014863,22.40386675300311,22.21815210987182,22.16914915569518
P61513,18.700571794771058,18.640361455581793,19.003562737600298,18.772328525731886,18.798322029421616,18.839952116313242,18.7619288218035,18.70191446308956,19.10771685468389,18.863368610405736,18.826576416396968,18.854859254407106
P38646,18.89298253422097,18.92007332012937,18.931063191306087,19.085682667455558,19.202494821551362,19.017335841959838,19.383932711510255,19.40172495526343,19.401137847091515,19.500842482391008,19.66569579650292,19.529805851286767
Q16836,19.12829339093947,18.96783697344563,18.77989103938326,19.2518899463947,19.302796825928628,19.117108971620617,19.35923174084215,19.207726928724714,18.958962889536146,19.447197688275153,19.576794322865393,19.392140400167467
P09497,19.297355805118368,19.308161242292325,19.26953795922569,19.43729286831421,19.468555297389614,19.443267057057806,18.864001708413923,19.00185099642255,18.844596665790412,19.00955146053947,19.110497328473247,19.015759949000046
P14621,18.98656009346531,19.202064022851015,19.06151886387597,19.23253920750557,18.945195188738616,18.93769852337806,18.387266387233343,18.791625550958813,18.70651119444681,18.852898255584044,18.672055808470947,18.59655194258091
P63104,19.931379087741874,20.07033367650809,20.040639116206062,20.03368781476032,20.17117496476005,20.181882603313,19.514916271813952,19.674024692866787,19.59540045720479,19.68413620032037,19.770837270937577,19.850140784943044
P26447,19.54069091379777,19.76916713743996,19.914028122578333,19.247926354823157,19.944982232268774,19.556523829300573,,,,,,
Q9NZN4,18.897206207777817,18.940311991091434,18.986739396223385,18.833760662853326,18.940441559530523,18.931929746094678,18.676878540019846,18.71932698257125,18.728417797170035,18.586438136598456,18.700683542476078,18.66878736310381
P07237,18.608172759720826,18.43580119454363,18.516230611945232,18.571647297504043,18.825649967769728,18.626285584643437,19.05293463190617,18.81406434868464,18.85545555145046,19.009571688775864,19.218038774312838,18.979185881886718
P38117,20.039267980152708,20.021697083551622,19.66735716569843,20.347746378441617,20.53608034129379,20.26234220454612,20.228089116165414,20.08980814664799,19.813665736554807,20.45665683675504,20.60993518692981,20.397754526557772
P0C7P0,18.361666809793224,18.471865698520688,18.34300783178928,18.50111799009192,18.721064700736253,18.66920687959225,18.55832604974415,18.7620413361996,18.681408874697734,18.830019963059687,19.02688630216142,18.96615899857428
P54296,20.10625594405096,19.842838458352666,20.060271595329507,19.80673646962945,19.605305829909064,19.722162002159944,20.200947921046254,19.989641840321735,20.166928237310675,19.89125957811746,19.6782259589459,19.792349899882762
P48047,19.787482208295874,19.800442904411195,20.115109531988416,19.62653253626792,19.76162195073809,19.64189349803094,20.08385480716497,20.160580775724412,20.34344230652519,19.96345973027815,20.04312396570828,19.97105372999621
Q04837,19.904540546154383,19.79884197074338,19.638517810658797,19.95037790705423,19.948378168915678,19.742065423098342,19.469146139516507,19.368174771308702,19.17237720799973,19.480602075001425,19.512605064926923,19.371427412028307
O95167,21.343449246647413,21.314724568062417,21.434540169832143,21.173351104937364,21.190545405425613,21.2451235369307,21.086953410736864,21.03099574812856,21.186750617486137,20.912497112463566,20.853284172459883,21.056232852813704
P04083,17.95776766263134,18.079071018445234,18.209410527368348,17.953839160075134,18.556315197491145,18.20962061305972,18.097769821986876,18.197947110636736,18.352967580461303,18.08071969611308,18.60484420577806,18.358470062895407
P06733,19.565423806925686,19.58170412332847,19.498373808272802,19.513485791515443,19.575883320121957,19.6463982662379,19.962254694512744,19.952376085898234,19.880812267054498,19.88838408793304,19.959229259024127,19.956688233017953
P24752,19.861308477315358,19.747185720979783,19.54869107778113,19.83051084338222,19.84797697171707,19.77911759382354,20.160032093066523,20.031360635089644,19.79458293927744,20.050248257661153,20.056430508610088,19.93064939524747
P61247,19.465267858355652,19.52686941714267,19.474799546651514,19.545374025434853,19.61894715319693,19.57802250163414,18.97055624111426,19.005960284502727,18.972915298489422,19.01432883805666,19.05786219497115,19.05833179680406
P46783,17.504019785809536,17.50819712173036,17.60879386903626,17.475255835947603,17.597696145383097,17.504053392239292,18.064608579283863,18.144090595717163,18.125796857398075,17.98017026582887,18.10251912264254,18.013731579731402
O75251,19.77102643081391,19.838055307687604,19.885678501576997,19.610686409778744,19.69983370393732,19.742519642723423,20.136937721225838,20.133558882672386,20.228425523661933,19.91648622258672,19.949904346751282,20.067642894341034
O14558,18.6888009487706,18.713505665005584,18.65818881491977,19.17788118318124,18.818979979639874,18.633076817713526,19.4174576649672,19.385969800194825,19.2659362266421,19.731406876279305,19.38728601651975,19.240578633538497
Q13404,18.394547811173805,18.45673810138982,18.29664439474628,18.3575405359304,18.348929834971372,18.33078998565734,18.76219547349217,18.840339982175532,18.68087112907228,18.676747374830388,18.78059102775518,18.69078066074111
Q13510,20.298137743428686,20.336684952670257,20.00218858631779,20.099166365317636,19.985151850588714,19.871129843570415,20.714082354887008,20.73107754503714,20.4134721379409,20.497839706485628,20.3807907882067,20.269103433552914
P62736,22.787426367589475,22.74229243564036,22.814766226845784,22.763194777976167,22.61709966302718,22.641229411770425,22.4731644521698,22.46367761346469,22.46893644381057,22.448422979437957,22.258274443508476,22.288897089505383
P68133,22.787426367589475,22.74229243564036,22.814766226845784,22.763194777976167,22.61709966302718,22.641229411770425,22.4731644521698,22.46367761346469,22.46893644381057,22.448422979437957,22.258274443508476,22.288897089505383
P68032,22.787426367589475,22.74229243564036,22.814766226845784,22.763194777976167,22.61709966302718,22.641229411770425,22.4731644521698,22.46367761346469,22.46893644381057,22.448422979437957,22.258274443508476,22.288897089505383
P63267,22.787426367589475,22.74229243564036,22.814766226845784,22.763194777976167,22.61709966302718,22.641229411770425,22.4731644521698,22.46367761346469,22.46893644381057,22.448422979437957,22.258274443508476,22.288897089505383
P60709,22.71620753529136,22.655462915300518,22.739176476689543,22.68646781818344,22.551386078847216,22.58068207172811,22.307911438352537,22.284532779544882,22.313796464909448,22.272986474439755,22.097925551617664,22.115568750562268
P63261,22.71620753529136,22.655462915300518,22.739176476689543,22.68646781818344,22.551386078847216,22.58068207172811,22.307911438352537,22.284532779544882,22.313796464909448,22.272986474439755,22.097925551617664,22.115568750562268
Q8NBN7,18.77448466513485,18.90723347083916,18.819278898675773,18.720967308665195,19.047042226612263,18.93441747217423,18.839941877971782,18.923457340468786,18.939370822478917,18.744079543712886,19.028960599043817,18.967158698482848
Q16082,17.7603431137074,17.64037381314371,17.769282576001846,17.868786390508877,17.80808905202247,18.00239064081954,18.87463321130222,18.71053152423095,18.822331199996544,18.937386752247278,18.85343825292644,19.063921669986872
P35268,18.5477474476347,18.59517915751216,18.591474865648426,18.60642509415237,18.68472636573675,18.68499853407689,18.233310719414867,18.304808063566238,18.25564871347835,18.337432441757986,18.38304821178485,18.383339371229006
Q9H7C9,18.945566715365175,18.8505027711417,18.56291130167211,18.65847998228101,18.7326113083906,18.61558833072586,,,,,,
P62888,17.295351925822914,17.297919322418707,17.327938527427204,17.291539457660924,17.315768718113574,17.33772206631481,17.56827160074983,17.572692825906913,17.47219105073654,17.64866653734954,17.481200286166338,17.519306068355412
Q9GZT3,17.41629448866887,17.4259247809391,17.590254435049804,17.27485130525009,17.413437862057997,17.30071004355251,17.145758045763824,17.171518896659354,17.279692187348637,17.061429208154543,17.225574617570043,17.110080533857168
P55084,20.238435762383823,20.231871557753376,20.521693882944376,20.346902908634977,20.29431975968779,20.236156942188437,20.128164862405416,20.13930220360012,20.325822827162874,20.230116895725363,20.249584720233145,20.207093725530825
O75964,19.75271024642143,19.71113894530035,20.182259521230968,19.644931822227242,19.803828095538577,19.770302554550156,19.295211393676624,19.410717720491913,19.51165292850358,19.017730919026036,19.161892109722363,19.056981626501777
Q92523,19.320487829135814,19.405973668610063,19.44828788229471,19.42275985931168,19.38699468458714,19.303497316614564,20.0896644808015,20.11082327481908,20.159966864181325,20.16044907201523,20.006190457852405,19.960383807332963
P13929,20.531937195444243,20.523472366764803,20.18130235989909,20.60389071247712,20.595341356205918,20.61029215488237,20.295271200557153,20.31822324387478,19.99435981825089,20.275306283333435,20.38930282181191,20.366325661732954
Q9UI09,19.305452826064393,19.348762727605173,19.436579389877068,19.047017376469725,19.03452897996984,19.171423605801152,19.22345811565605,19.27690589577612,19.310940381606105,18.987431485787265,18.99332541566197,19.05989979933471
Q16134,19.69449154200238,19.72477340709672,20.05305236219602,19.813210324585356,19.666997163366677,19.823857621753994,19.453495012654557,19.55893480748924,19.795868250725043,19.532821760935906,19.381014175065545,19.552534468911414
Q86VF7,18.207900999575603,18.316965367989873,18.08733282460117,18.745139949470374,18.802186336633103,18.513903820700357,18.379712102314603,18.496098731158757,18.241534936973057,18.89467891072537,18.930162641820523,18.67693675151027
P40939,20.189117471912613,20.161197686726126,20.571389111735932,20.22909647177626,20.230517458976674,20.19971701863886,20.30958672868589,20.266275273003938,20.680286587778966,20.34929680257521,20.38434038472016,20.317720690968578
Q9P2R7,20.024474625044526,20.061674100129363,19.908944486100467,20.043400382051473,20.200338893864842,20.01966548674242,20.141936859320214,20.16602476280789,20.047163195147576,20.106259663518976,20.163113046492295,20.07228087923808
O43837,19.828970769069432,19.962436520922992,20.186993512916608,19.840059798972256,19.97324051079318,19.945436277549668,19.601121904077768,19.66913111951,20.061568528110637,19.589487794739043,19.7302213431829,19.727609736069006
O43181,19.27018694687233,19.348467746887025,19.313625417738695,19.046003882446488,19.064269113266672,19.216776640160003,20.090603505901427,19.98958215375506,19.988957285206453,19.83031124897864,19.82877770066445,19.9649189717395
P31949,16.65532806751223,16.769802338723746,16.832163762887728,16.70039230306804,17.28246405842166,17.068867478177093,,,,,,
O43676,20.355222570559384,20.43526101680769,20.514591506063855,20.56350469405285,20.49142474243784,20.526029694638805,20.355938545078622,20.343739834299516,21.13659149608827,20.2201940866165,20.244710694285967,20.344856458126284
